epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
125,23578.6,0.81707,0.62114,1.05727,0.01789,0.73943,0.56144,0.63544,0.50382,0.80062,0.61032,1.05377,0.01311,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
126,23766.9,0.81874,0.621,1.05842,0.01804,0.73842,0.56256,0.6352,0.50378,0.80058,0.61014,1.05368,0.01309,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
127,23953.9,0.81671,0.61851,1.05864,0.01795,0.73921,0.56188,0.63516,0.50384,0.80044,0.60977,1.05358,0.01309,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
128,24143.5,0.81932,0.62097,1.05714,0.01815,0.74053,0.56058,0.63582,0.50428,0.80029,0.60958,1.05343,0.01309,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
129,24332.7,0.81258,0.61698,1.05362,0.01796,0.7392,0.56121,0.63594,0.50449,0.80049,0.60965,1.05347,0.01309,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
130,24520.1,0.81822,0.6204,1.05922,0.01827,0.74176,0.56022,0.636,0.50469,0.80033,0.60917,1.0534,0.01309,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
131,24708.8,0.81697,0.61721,1.05641,0.01817,0.74352,0.55906,0.63638,0.50515,0.80021,0.60901,1.0533,0.01308,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
132,24898.1,0.8118,0.61352,1.05239,0.01793,0.74324,0.5595,0.63675,0.50539,0.80013,0.60881,1.05326,0.01306,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
133,25086.5,0.81331,0.616,1.05464,0.01792,0.7449,0.55926,0.63716,0.50607,0.79997,0.60862,1.05325,0.01305,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
134,25275.8,0.8129,0.61248,1.05507,0.01791,0.74912,0.55756,0.63704,0.50611,0.79984,0.6084,1.05329,0.01305,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
135,25464.7,0.81396,0.61362,1.0548,0.01795,0.74918,0.55743,0.63743,0.50633,0.79967,0.60795,1.05321,0.01304,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
136,25652.4,0.8087,0.60734,1.05293,0.01761,0.74818,0.55724,0.63773,0.50657,0.79949,0.6076,1.05321,0.01304,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
137,25840.5,0.80772,0.60613,1.05262,0.0177,0.74714,0.55713,0.63817,0.50667,0.79947,0.60758,1.05313,0.01302,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
138,26029.9,0.81162,0.60975,1.05491,0.01771,0.74362,0.55812,0.63793,0.50655,0.79947,0.6073,1.0532,0.01302,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
139,26218.2,0.80772,0.60183,1.0511,0.01748,0.74722,0.55636,0.63833,0.50677,0.7992,0.60699,1.05304,0.013,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
140,26406,0.80414,0.60417,1.04868,0.01732,0.74856,0.55602,0.63841,0.50695,0.79932,0.60657,1.05309,0.013,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
141,26590,0.7472,0.5216,1.05622,0.01286,0.74891,0.55692,0.63849,0.5072,0.79926,0.60628,1.0531,0.01299,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
142,26768.3,0.74095,0.51344,1.05233,0.01266,0.73812,0.56207,0.6388,0.50743,0.7992,0.60604,1.05295,0.01298,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
143,26947.2,0.73695,0.50875,1.05145,0.01254,0.73967,0.56171,0.63944,0.50768,0.79926,0.60592,1.05299,0.01298,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
144,27126.3,0.73308,0.5055,1.04681,0.01242,0.74345,0.55942,0.63956,0.50788,0.79914,0.60584,1.05299,0.01299,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
145,27304.9,0.73205,0.50336,1.04796,0.01245,0.73583,0.5656,0.63996,0.50801,0.79911,0.60562,1.0529,0.01298,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
146,27483.5,0.73101,0.50217,1.04642,0.01238,0.73456,0.56781,0.64055,0.50829,0.7991,0.60556,1.0529,0.01299,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
147,27662.4,0.72844,0.49894,1.04632,0.01234,0.73621,0.56771,0.64088,0.50849,0.79911,0.60539,1.05287,0.013,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
148,27841.3,0.72641,0.49732,1.04456,0.01229,0.73948,0.56471,0.64118,0.5086,0.79912,0.60524,1.05287,0.01299,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
149,28020.5,0.72575,0.49629,1.04578,0.01213,0.73769,0.56769,0.64146,0.50898,0.79898,0.60533,1.05279,0.01299,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
150,28199.1,0.72412,0.495,1.04361,0.01214,0.73999,0.56539,0.64176,0.50918,0.79908,0.60495,1.05281,0.01298,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
