epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
124,49032.3,0.67165,0.47238,0.98394,0.01102,0.79327,0.63815,0.71613,0.60576,0.64515,0.46057,0.96791,0.00765,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
125,49458.2,0.66876,0.47118,0.98229,0.01092,0.7937,0.63823,0.71628,0.60627,0.64508,0.46006,0.96788,0.00765,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
126,49856.6,0.6694,0.46955,0.98329,0.01101,0.79469,0.63659,0.71637,0.60606,0.64499,0.46003,0.96786,0.00764,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
127,50240.1,0.6686,0.46883,0.98364,0.01103,0.79737,0.63429,0.7168,0.6069,0.64498,0.45998,0.96791,0.00764,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
128,50623.7,0.67144,0.47083,0.98265,0.01104,0.79692,0.63527,0.71683,0.60672,0.64482,0.4597,0.96788,0.00764,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
129,51011.9,0.66759,0.4697,0.98105,0.01099,0.8004,0.63387,0.71702,0.60676,0.64477,0.45957,0.96783,0.00764,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
130,51403.1,0.66945,0.46766,0.98456,0.01111,0.79996,0.6343,0.71738,0.60738,0.6447,0.45927,0.96788,0.00764,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
131,51793.8,0.66747,0.46428,0.98141,0.0109,0.79977,0.63399,0.71739,0.60718,0.6446,0.45916,0.96789,0.00764,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
132,52177.8,0.66547,0.46377,0.97967,0.01096,0.79854,0.63508,0.71748,0.60735,0.64455,0.45895,0.96784,0.00764,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
133,52569.8,0.665,0.46532,0.97956,0.01086,0.79894,0.63464,0.7175,0.60777,0.64442,0.4589,0.96782,0.00763,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
134,52968.3,0.66577,0.46255,0.9813,0.01096,0.80144,0.63271,0.71779,0.60794,0.64447,0.45893,0.96775,0.00764,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
135,53356.3,0.66699,0.46435,0.98138,0.01104,0.80257,0.6317,0.71799,0.60802,0.64434,0.45858,0.96778,0.00764,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
136,53769.6,0.66485,0.46084,0.98018,0.01083,0.80085,0.63333,0.71801,0.60821,0.6443,0.45843,0.96774,0.00763,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
137,54180.7,0.66443,0.45959,0.98034,0.0109,0.8002,0.63391,0.71801,0.60825,0.64414,0.45847,0.96774,0.00763,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
138,54581.8,0.6642,0.46086,0.98038,0.01086,0.79775,0.63552,0.71793,0.60821,0.64404,0.45816,0.96769,0.00763,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
139,54981.4,0.66339,0.45604,0.97854,0.01082,0.7968,0.63672,0.7183,0.60831,0.644,0.45805,0.96772,0.00762,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
140,55384.4,0.66054,0.45762,0.97722,0.01074,0.79829,0.63496,0.71795,0.60829,0.64388,0.45823,0.96773,0.00762,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
141,55591.4,0.61461,0.3903,0.98397,0.00807,0.79773,0.63512,0.71865,0.60844,0.6439,0.45821,0.96776,0.00762,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
142,55790.3,0.61054,0.38422,0.9808,0.00804,0.7954,0.63712,0.71859,0.6083,0.64391,0.4582,0.96778,0.00761,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
143,55989.7,0.6086,0.38085,0.9813,0.00797,0.79495,0.63608,0.71893,0.6086,0.64382,0.45817,0.96777,0.00761,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
144,56189.1,0.60677,0.37788,0.9788,0.00792,0.79429,0.63748,0.71881,0.6086,0.64379,0.45813,0.96775,0.0076,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
145,56388.4,0.60509,0.37581,0.9792,0.00784,0.79196,0.63879,0.71874,0.60851,0.64372,0.45803,0.9677,0.00759,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
146,56587.7,0.60497,0.37539,0.97969,0.0079,0.79203,0.63913,0.71889,0.60857,0.6438,0.4582,0.96775,0.00759,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
147,56786.8,0.60357,0.37206,0.97914,0.00787,0.79099,0.63963,0.71889,0.60872,0.64384,0.4585,0.96771,0.00758,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
148,56986,0.60125,0.37076,0.97774,0.00779,0.79173,0.63908,0.71896,0.60894,0.64383,0.45849,0.96777,0.00757,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
149,57185.7,0.60153,0.36958,0.97837,0.00776,0.79305,0.63815,0.71929,0.60914,0.64371,0.45852,0.96772,0.00757,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
150,57385,0.59908,0.36774,0.97641,0.00772,0.79413,0.63837,0.71926,0.60934,0.64379,0.45843,0.96785,0.00756,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
